,train_loss,train_accuracy,val_loss,val_accuracy
0,0.27590945,0.88164556,0.18351735,0.935
1,0.14888608,0.946519,0.1450436,0.94624996
2,0.10291079,0.96677214,0.095225,0.96875
3,0.0776766,0.9773734,0.112833574,0.9625
4,0.06429947,0.9808092,0.12865224,0.96125
5,0.055005223,0.9832957,0.12916256,0.9525
6,0.049708493,0.9851266,0.09865725,0.96
7,0.043735977,0.9885624,0.15752372,0.95624995
8,0.0311117,0.993038,0.08555427,0.9675
9,0.036220018,0.9898282,0.12284705,0.9575
10,0.036127683,0.9917722,0.14504299,0.9454166
11,0.030193502,0.99283457,0.11210399,0.96
12,0.032459836,0.9914557,0.14532869,0.95374995
13,0.019941404,0.9962025,0.07147969,0.97749996
14,0.025653677,0.9945751,0.11953474,0.95874995
15,0.020289395,0.9968355,0.10736665,0.96708333
16,0.011784179,0.9982143,0.19568962,0.9508333
17,0.038179472,0.988359,0.24669772,0.9491666
18,0.030432964,0.9923147,0.26844996,0.95874995
19,0.027063636,0.9927894,0.11489938,0.9558333
20,0.009741909,0.99968356,0.07787601,0.97499996
21,0.0068446407,1.0007912,0.073540494,0.97625
22,0.0034480533,1.0017405,0.08540196,0.97499996
23,0.0020471248,1.0022151,0.07453941,0.97749996
24,0.003961092,1.0014241,0.08791991,0.97249997
25,0.0035519328,1.0018988,0.091128506,0.97166663
26,0.003192885,1.0015371,0.055154465,0.98125
27,0.0014367836,1.0022151,0.05840379,0.97875
28,0.0027846498,1.0017405,0.086365886,0.97749996
29,0.0013693473,1.0022151,0.20998666,0.97499996
30,0.0011373356,1.0025316,0.0868338,0.97875
31,0.0024519905,1.0018988,0.06138642,0.97999996
32,0.002168083,1.0022151,0.06712894,0.97749996
33,0.0012938308,1.0023735,0.06113949,0.97749996
34,0.0018214635,1.0022151,0.07555919,0.97999996
35,0.0020465716,1.002057,0.05922556,0.98125
36,0.0013355168,1.0023735,0.08513783,0.97416663
37,0.00088969513,1.0025316,0.07885514,0.97875
38,0.0007892669,1.0025316,0.08042352,0.9754166
39,0.0008904433,1.0022151,0.055761438,0.9829166
40,0.0021815512,1.0022151,0.068320416,0.97749996
41,0.0009445579,1.0023735,0.063195124,0.9854166
42,0.0019651966,1.002057,0.058883693,0.98375
43,0.0016191695,1.0023735,0.07166304,0.97625
44,0.0017146558,1.002057,0.074495055,0.97999996
45,0.0015991764,1.0022151,0.0816026,0.97749996
46,0.0016673005,1.0023735,0.10151187,0.9779166
47,0.0024880685,1.0018988,0.08478692,0.97875
48,0.0007939689,1.0023735,0.08900726,0.97875
49,0.0020010318,1.0022151,0.17889903,0.97749996
50,0.0007425882,1.0025316,0.0726676,0.97999996
51,0.0011859785,1.0023735,0.07992461,0.97999996
52,0.001035043,1.0025316,0.059332125,0.97749996
53,0.0009397008,1.0022151,0.07350547,0.98125
54,0.0021910802,1.002057,0.06351372,0.9779166
55,0.0017276509,1.002057,0.06050488,0.97999996
56,0.0008606371,1.0025316,0.04867249,0.9829166
57,0.0013973702,1.0022151,0.063590355,0.97625
58,0.0011118315,1.0023735,0.0916459,0.97375
59,0.0013309253,1.0022151,0.096495464,0.97749996
60,0.00079362036,1.0025316,0.11267104,0.96958333
61,0.0010631853,1.0022151,0.04616647,0.98625
62,0.0011198886,1.0022151,0.06056345,0.98499995
63,0.0009931854,1.0025316,0.09373641,0.9754166
64,0.0020070816,1.0018988,0.05533068,0.98249996
65,0.0008521055,1.0025316,0.063679166,0.97999996
66,0.001396928,1.0023735,0.067132026,0.97875
67,0.00082047016,1.0025316,0.085096866,0.97499996
68,0.00074676186,1.0025316,0.096666925,0.9729166
69,0.000971413,1.0023735,0.057741124,0.98499995
70,0.0010886656,1.0022151,0.0732701,0.9804166
71,0.0019847082,1.0022151,0.068885885,0.97875
72,0.0011309792,1.0023735,0.044735644,0.98249996
73,0.001119206,1.0023735,0.06397246,0.97749996
74,0.0012051207,1.0023735,0.077909335,0.98249996
75,0.0012425429,1.0023735,0.07311048,0.97625
76,0.0015912299,1.002057,0.42560187,0.9820833
77,0.0018355501,1.002057,0.04413733,0.98375
78,0.0013445647,1.0023735,0.10084198,0.97249997
79,0.0017082794,1.002057,0.056960866,0.98499995
80,0.0014732006,1.0022151,0.08908122,0.97625
81,0.0009233766,1.0023735,0.09868925,0.97416663
82,0.0014337221,1.002057,0.0651028,0.98375
83,0.0010781127,1.0022151,0.08889761,0.97416663
84,0.0010952724,1.0023735,0.08012519,0.97625
85,0.00084450067,1.0023735,0.07716089,0.97249997
86,0.0044116313,1.0011076,0.05154079,0.98625
87,0.0015031964,1.0023735,0.07313078,0.97749996
88,0.0017836953,1.002057,0.08866949,0.96958333
89,0.0008605654,1.0023735,0.07022161,0.97875
90,0.0007293879,1.0025316,0.07543032,0.97749996
91,0.0006626673,1.0025316,0.075234056,0.97749996
92,0.0013888627,1.0023735,0.07244413,0.97625
93,0.0011031268,1.0022151,0.075869665,0.97999996
94,0.00088763493,1.0023735,0.079976,0.98125
95,0.0011918163,1.0022151,0.08002577,0.97416663
96,0.0012795335,1.0022151,0.06954856,0.97875
97,0.00076399534,1.0025316,0.07188465,0.97999996
98,0.0017879889,1.002057,0.06598758,0.98125
99,0.0009807333,1.0022151,0.07158781,0.97999996
