,train_loss,train_accuracy,val_loss,val_accuracy
0,0.49618384,0.8014467,0.46897224,0.8066666
1,0.4145306,0.8221519,0.42370823,0.83625
2,0.37583795,0.8406194,0.39012626,0.8591666
3,0.358714,0.84938973,0.4285335,0.81958336
4,0.33744904,0.8573463,0.3322076,0.84916663
5,0.30085972,0.870321,0.3446989,0.8591666
6,0.3071251,0.8685127,0.2905951,0.87541664
7,0.28772464,0.8833861,0.36794913,0.8404166
8,0.29416344,0.8781646,0.281401,0.89
9,0.27011833,0.8901447,0.27164176,0.8775
10,0.26946998,0.88761306,0.27682143,0.87624997
11,0.25526437,0.89389694,0.28686404,0.87458336
12,0.24591696,0.9003165,0.27229825,0.8908333
13,0.24757586,0.89622515,0.2534686,0.9
14,0.24499474,0.9015823,0.26436183,0.8904166
15,0.234947,0.9050181,0.2588207,0.8854166
16,0.22982286,0.9028029,0.2570454,0.8933333
17,0.22628169,0.91130203,0.23507753,0.90416664
18,0.21992354,0.9102848,0.28069952,0.8929166
19,0.21861689,0.91376585,0.28855047,0.87958336
20,0.21658492,0.91012657,0.24725287,0.89666665
21,0.21286038,0.9151447,0.21456368,0.91875
22,0.19609527,0.9205696,0.23236644,0.89416665
23,0.21426742,0.9179476,0.26572818,0.89958334
24,0.19910298,0.9204114,0.2582049,0.8829166
25,0.2034443,0.9243671,0.26249894,0.89458334
26,0.20321533,0.9211121,0.22997202,0.92583334
27,0.20979626,0.91467,0.2251015,0.91499996
28,0.16085258,0.93587255,0.20696422,0.92249995
29,0.13997887,0.94504976,0.18927208,0.9229166
30,0.1298705,0.95058775,0.19187886,0.91249996
31,0.12787461,0.94968355,0.16733067,0.93125
32,0.12601322,0.95411396,0.15249574,0.9341666
33,0.11780685,0.9577532,0.1858205,0.93125
34,0.116723284,0.95849913,0.17916122,0.9325
35,0.10438629,0.960443,0.16056326,0.9375
36,0.107545055,0.95797926,0.21478328,0.93333334
37,0.09846602,0.9642405,0.17663583,0.93375
38,0.10251109,0.96218354,0.16455951,0.94
39,0.08166118,0.9708861,0.1616455,0.94
40,0.07691977,0.97294307,0.14134839,0.9466666
41,0.07018824,0.9761076,0.14783227,0.94708335
42,0.07070261,0.9766953,0.15456109,0.9425
43,0.069571316,0.9746835,0.14301567,0.94624996
44,0.06855877,0.975,0.14887366,0.9525
45,0.07459213,0.9721519,0.18844184,0.94374996
46,0.0726805,0.9721067,0.2811778,0.9391666
47,0.05716583,0.9794304,0.17762078,0.93583333
48,0.05422338,0.98101264,0.14237566,0.95124996
49,0.059449207,0.9783228,0.13158903,0.95
50,0.058757517,0.98148733,0.15398818,0.9416666
51,0.058419343,0.98148733,0.17034735,0.9479166
52,0.05965784,0.980538,0.14858946,0.93833333
53,0.05701909,0.97922695,0.13148218,0.94874996
54,0.061977748,0.978481,0.12914212,0.955
55,0.05400403,0.9804928,0.16412552,0.9491666
56,0.056410864,0.9824367,0.13087422,0.95124996
57,0.053839754,0.98085445,0.14699283,0.9525
58,0.054543976,0.98259497,0.17895916,0.93958336
59,0.059177652,0.9797468,0.15764347,0.9425
60,0.051561616,0.9818038,0.14291285,0.95
61,0.050071508,0.9828662,0.20262161,0.94083333
62,0.054934926,0.98132914,0.14654134,0.9479166
63,0.05992324,0.98037976,0.15261312,0.94624996
64,0.058436662,0.98191684,0.15190765,0.95124996
65,0.055134345,0.98148733,0.1494425,0.945
66,0.0566844,0.9778481,0.15870179,0.94624996
67,0.04950877,0.9835443,0.14764468,0.955
68,0.062060595,0.9778481,0.15721215,0.9441666
69,0.056757282,0.9828662,0.16281109,0.9508333
70,0.045470424,0.98496836,0.13759328,0.95874995
71,0.0459817,0.98370254,0.14340848,0.95124996
72,0.06990973,0.9811709,0.14635718,0.945
73,0.0508824,0.9833861,0.14551967,0.955
74,0.05557282,0.98259497,0.14473546,0.9475
75,0.0531318,0.98085445,0.15312065,0.9525
76,0.05152549,0.98318267,0.12512276,0.955
77,0.054236256,0.9812839,0.16693313,0.93625
78,0.05272456,0.98275316,0.11667027,0.95624995
79,0.056050815,0.9822333,0.19546376,0.94124997
80,0.049968556,0.98239154,0.13845222,0.9466666
81,0.054451443,0.9806962,0.1473462,0.955
82,0.052648608,0.9835443,0.14764757,0.9504166
83,0.053701967,0.981962,0.18620384,0.9425
84,0.056571797,0.98037976,0.16303942,0.94291663
85,0.053401,0.9832957,0.4869897,0.9479166
86,0.059670385,0.9798599,0.13646398,0.955
87,0.059487965,0.98322785,0.15088567,0.955
88,0.056569077,0.9801763,0.13353184,0.95666665
89,0.05762526,0.98132914,0.17347583,0.935
90,0.052522525,0.9828662,0.13991968,0.955
91,0.04951115,0.9823463,0.18856028,0.93874997
92,0.048725385,0.9846519,0.17083299,0.9416666
93,0.049792133,0.9835443,0.17663975,0.945
94,0.054056037,0.9817586,0.15985632,0.9475
95,0.05047937,0.9818038,0.13038906,0.9454166
96,0.051922936,0.9828662,0.119083,0.95624995
97,0.05094045,0.982708,0.16286011,0.945
98,0.055899926,0.9800633,0.16428044,0.9491666
99,0.052213296,0.98101264,0.15451048,0.9529166
