,train_loss,train_accuracy,val_loss,val_accuracy
0,0.3062946,0.87400544,0.20156264,0.92125
1,0.14798349,0.95058775,0.17979154,0.94
2,0.10559676,0.9641953,0.15634802,0.94
3,0.08136985,0.97511303,0.11962487,0.95124996
4,0.051786695,0.9834539,0.13094857,0.95874995
5,0.048875485,0.9879747,0.10318178,0.96375
6,0.046319768,0.98765826,0.1204735,0.96208334
7,0.028406499,0.99240506,0.1666535,0.9525
8,0.03861809,0.99050635,0.0897635,0.96875
9,0.034679998,0.99193037,0.08049832,0.9729166
10,0.02678538,0.9939873,0.1338906,0.96
11,0.025534807,0.9931058,0.12900457,0.9525
12,0.018023714,0.9966772,0.32050037,0.9525
13,0.027827432,0.9936709,0.09759263,0.96999997
14,0.027116226,0.993038,0.12196672,0.96666664
15,0.020612344,0.99556965,0.10528634,0.96875
16,0.009496028,0.99968356,0.095395945,0.97166663
17,0.003926219,1.0015823,0.061508756,0.97749996
18,0.0038385207,1.0015823,0.06543382,0.98125
19,0.0027061088,1.0018988,0.10946435,0.9804166
20,0.0032628104,1.0018988,0.06921611,0.97999996
21,0.003453968,1.0017405,0.06821506,0.97749996
22,0.0040664203,1.0012659,0.08740256,0.97249997
23,0.0019560168,1.0018988,0.083294615,0.97625
24,0.0015114048,1.0022151,0.097919345,0.9704166
25,0.0011409203,1.0023735,0.065241076,0.97999996
26,0.0013425292,1.0022151,0.12676436,0.97208333
27,0.00082651625,1.0025316,0.079971924,0.97749996
28,0.0010368654,1.0023735,0.073132426,0.97749996
29,0.0005889402,1.0025316,0.08811865,0.9754166
30,0.00040590327,1.0025316,0.060893588,0.98125
31,0.0007948412,1.0023735,0.08577103,0.97375
32,0.00088699354,1.0023735,0.0697844,0.9779166
33,0.0007736217,1.0025316,0.07012819,0.97875
34,0.00058243814,1.0025316,0.081201866,0.98125
35,0.00048430942,1.0025316,0.08020412,0.97416663
36,0.00066559965,1.0023735,0.10517471,0.97416663
37,0.0004527995,1.0025316,0.096862055,0.97416663
38,0.0010169074,1.0022151,0.076498464,0.97999996
39,0.0009155349,1.0022151,0.07843944,0.97999996
40,0.0005629985,1.0023735,0.089479655,0.9791666
41,0.0011062927,1.0018988,0.10926335,0.9729166
42,0.0007890443,1.0023735,0.07575699,0.97999996
43,0.00059079204,1.0025316,0.07524291,0.97083336
44,0.0004942079,1.0025316,0.07894659,0.97999996
45,0.00024022136,1.0025316,0.075440645,0.97999996
46,0.0012684796,1.0022151,0.06413724,0.98125
47,0.0013416044,1.002057,0.05877892,0.98249996
48,0.001879891,1.0022151,0.07022763,0.97999996
49,0.00060972245,1.0025316,0.06886958,0.97749996
50,0.00086826313,1.0022151,0.06931912,0.98375
51,0.00049603434,1.0025316,0.057828512,0.98249996
52,0.0007168948,1.0025316,0.09657284,0.97749996
53,0.00029307939,1.0025316,0.07975162,0.97999996
54,0.0008632937,1.002057,0.07465964,0.98249996
55,0.0006619648,1.0023735,0.071369834,0.97416663
56,0.00071018044,1.0023735,0.07331525,0.97999996
57,0.0009032166,1.0022151,0.060765203,0.98125
58,0.00139059,1.0020118,0.07297425,0.98125
59,0.0006418984,1.0023735,0.07295745,0.97625
60,0.0009843565,1.0022151,0.07390514,0.98375
61,0.0011255369,1.0023735,0.07991187,0.97499996
62,0.0006876818,1.0023735,0.06575058,0.97999996
63,0.00076335506,1.0022151,0.07340091,0.97875
64,0.000711094,1.0023735,0.10194582,0.9779166
65,0.00037584532,1.0025316,0.05830002,0.98375
66,0.00076668436,1.0022151,0.0712359,0.97875
67,0.0006954428,1.0022151,0.09303298,0.97625
68,0.00056981563,1.0023735,0.12852688,0.96916664
69,0.00044828778,1.0025316,0.079450235,0.97999996
70,0.0011370484,1.0022151,0.053048186,0.98749995
71,0.00074967823,1.0023735,0.056247097,0.97999996
72,0.00042968555,1.0025316,0.06587978,0.98499995
73,0.00034143042,1.0025316,0.061508983,0.98499995
74,0.0006602602,1.0025316,0.07462551,0.98249996
75,0.0005170396,1.0023735,0.0634988,0.98375
76,0.0006055737,1.0023735,0.059546124,0.98249996
77,0.0005622034,1.0023735,0.08442543,0.9791666
78,0.00044100155,1.0025316,0.082297035,0.9779166
79,0.00050467375,1.0025316,0.09313829,0.9754166
80,0.0010668662,1.002057,0.08053437,0.98249996
81,0.0010571721,1.0022151,0.07900108,0.97999996
82,0.00046474265,1.0025316,0.074229345,0.98125
83,0.0007751516,1.0023735,0.08230724,0.97749996
84,0.0005577202,1.0025316,0.08146587,0.9754166
85,0.00041651793,1.0025316,0.055943664,0.98375
86,0.0005025848,1.0023735,0.072028995,0.9829166
87,0.0006052981,1.0022151,0.070107065,0.9816666
88,0.00057086826,1.0025316,0.059821803,0.9791666
89,0.0007612593,1.0022151,0.097097605,0.97625
90,0.0004415462,1.0025316,0.08787418,0.98125
91,0.0005310566,1.0025316,0.093814455,0.9766666
92,0.0009344875,1.0022151,0.052384857,0.98625
93,0.0011913452,1.0022151,0.06301837,0.97999996
94,0.0006273295,1.0023735,0.097545974,0.97499996
95,0.00045701745,1.0025316,0.084240265,0.97999996
96,0.0004659286,1.0025316,0.06548404,0.98249996
97,0.00069304375,1.0023735,0.08670239,0.97416663
98,0.0005169508,1.0023735,0.074685924,0.98125
99,0.0012523909,1.0022151,0.052658122,0.98875
